event_id,timestamp,user_id,src_ip,device_id,event_type,authentication_result,location,severity,is_valid_ip,is_known_user,department,role,employment_status,privileged_account,location_user,hostname,asset_type,department_asset,owner,criticality,operating_system
AUTH004208,INCONNU,U0234,10.13.164.188,D0071,RDP_SESSION,failed,Paris,LOW,True,True,REGIONS,Assistant,ACTIVE,NO,Lille,PHF-WS-0071,Vm,JURIDIQUE,Direction,Medium,MACOS 14
AUTH002829,22/03/2026,U0020,10.23.5.53,D0079,RDP_SESSION,SUCCESS,Marseille,medium,True,True,DIRECTION,Technician,ACTIVE,NO,Bordeaux,PHF-LT-0079,Mobile,REGIONS,RH,CRITICAL,WINDOWS 10
AUTH001499,22/03/2026,U0272,10.31.198.22,D0106,MFA_CHALLENGE,Success,Marseille,Medium,True,True,REGIONS,Technician,ACTIVE,NO,Bordeaux,PHF-WS-0106,Laptop,DIRECTION,Regions,LOW,WINDOWS 11
AUTH003196,22/03/2026,U0382,10.6.142.52,D0002,LOGOUT,failed,Lyon,medium,True,True,FINANCE,Manager,ACTIVE,NO,Marseille,PHF-WS-0002,Vm,JURIDIQUE,IT,Critical,WINDOWS SERVER 2022
AUTH004532,INCONNU,U0376,10.11.9.227,D0108,LOGIN,Success,Lille,low,True,True,FINANCE,Manager,ACTIVE,NO,Marseille,PHF-WS-0108,Vm,IT,Finance,LOW,WINDOWS 11
AUTH003827,INCONNU,U0060,10.30.153.254,D0199,MFA_CHALLENGE,Success,Lyon,MEDIUM,True,True,COMMUNICATION,Analyst,ACTIVE,NO,Lyon,PHF-SRV-0199,Laptop,FINANCE,Direction,Medium,MACOS 14
AUTH004709,12/03/2026,U0175,10.1.162.15,D0170,LOGIN,FAILED,Lyon,medium,True,True,RH,Engineer,ACTIVE,YES,Lille,PHF-LT-0170,Vm,RH,RH,LOW,WINDOWS SERVER 2019
AUTH003950,INCONNU,U0140,10.18.25.239,D0001,MFA_CHALLENGE,Success,Lyon,low,True,True,REGIONS,Coordinator,ACTIVE,NO,Marseille,PHF-WS-0001,Laptop,IT,Regions,CRITICAL,WINDOWS SERVER 2019
AUTH000846,12/03/2026,U0232,10.5.214.131,D0187,RDP_SESSION,SUCCESS,Lyon,low,True,True,COMMUNICATION,Manager,ACTIVE,NO,Toulouse,PHF-SRV-0187,Desktop,FINANCE,IT,HIGH,WINDOWS SERVER 2019
AUTH001645,INCONNU,U0135,10.9.84.60,D0193,VPN_CONNECT,Success,Paris,Medium,True,True,JURIDIQUE,Assistant,ACTIVE,NO,Lyon,PHF-SRV-0193,Server,REGIONS,RH,Critical,WINDOWS 11
AUTH002032,INCONNU,U0292,10.27.182.94,D0119,MFA_CHALLENGE,Success,Marseille,Low,True,True,JURIDIQUE,Assistant,ACTIVE,NO,Paris,PHF-VM-0119,Laptop,IT,INCONNU,Low,WINDOWS SERVER 2019
AUTH000669,15/03/2026,U0012,10.35.159.105,D0139,LOGOUT,Success,Lyon,low,True,True,FINANCE,Coordinator,ACTIVE,NO,Marseille,PHF-LT-0139,Server,JURIDIQUE,Finance,Low,WINDOWS SERVER 2019
AUTH003909,INCONNU,U0190,10.26.180.66,D0137,LOGOUT,success,Toulouse,low,True,True,IT,Manager,ACTIVE,YES,Toulouse,PHF-WS-0137,Mobile,JURIDIQUE,Regions,Critical,WINDOWS 10
AUTH001154,INCONNU,U0106,10.1.91.253,D0189,LOGOUT,SUCCESS,Nantes,low,True,True,DIRECTION,Manager,ACTIVE,NO,Marseille,PHF-SRV-0189,Vm,COMMUNICATION,Communication,MEDIUM,WINDOWS SERVER 2022
AUTH004657,INCONNU,U0126,10.48.41.143,D0001,LOGIN,Failed,Toulouse,medium,True,True,JURIDIQUE,Coordinator,ACTIVE,NO,Toulouse,PHF-WS-0001,Laptop,IT,Regions,CRITICAL,WINDOWS SERVER 2019
AUTH002891,INCONNU,U0219,10.0.96.136,D0161,MFA_CHALLENGE,SUCCESS,Lyon,medium,True,True,RH,Analyst,ACTIVE,NO,Nantes,PHF-VM-0161,Mobile,RH,IT,MEDIUM,MACOS 14
AUTH003547,07/03/2026,U0086,10.26.70.26,D0108,RDP_SESSION,SUCCESS,Marseille,low,True,True,IT,Technician,ACTIVE,NO,Paris,PHF-WS-0108,Vm,IT,Finance,LOW,WINDOWS 11
AUTH002712,INCONNU,U0189,10.3.191.4,D0082,VPN_CONNECT,success,Nantes,Low,True,True,RH,Analyst,ACTIVE,NO,Lille,PHF-VM-0082,Vm,IT,Juridique,HIGH,WINDOWS SERVER 2022
AUTH001631,INCONNU,U0151,10.47.252.76,D0018,RDP_SESSION,Success,Toulouse,LOW,True,True,JURIDIQUE,Manager,ACTIVE,NO,Marseille,PHF-SRV-0018,Vm,DIRECTION,IT,LOW,MACOS 14
AUTH002739,INCONNU,U0311,10.41.34.18,D0197,RDP_SESSION,success,Marseille,LOW,True,True,FINANCE,Assistant,ACTIVE,NO,Bordeaux,PHF-WS-0197,Vm,JURIDIQUE,Finance,HIGH,WINDOWS SERVER 2019
AUTH001926,INCONNU,U0223,10.23.206.60,D0021,MFA_CHALLENGE,success,Nantes,MEDIUM,True,True,DIRECTION,Technician,ACTIVE,NO,Lyon,PHF-WS-0020,Server,RH,Juridique,Critical,WINDOWS 11
AUTH000025,INCONNU,U0362,10.2.251.217,D0031,MFA_CHALLENGE,Success,Paris,Low,True,True,IT,Engineer,ACTIVE,NO,Paris,PHF-WS-0031,Mobile,JURIDIQUE,INCONNU,MEDIUM,WINDOWS 10
AUTH002146,INCONNU,U0068,10.35.160.196,D0180,PASSWORD_CHANGE,SUCCESS,Bordeaux,LOW,True,True,JURIDIQUE,Assistant,ACTIVE,NO,Toulouse,PHF-WS-0180,Desktop,RH,Communication,INCONNU,WINDOWS 11
AUTH000288,INCONNU,U0301,10.23.104.146,D0105,VPN_CONNECT,success,Lyon,low,True,True,REGIONS,Manager,ACTIVE,NO,Toulouse,PHF-LT-0105,Vm,IT,Regions,High,WINDOWS 11
AUTH002260,INCONNU,U0007,10.23.89.151,D0137,LOGOUT,SUCCESS,Nantes,low,True,True,IT,Director,ACTIVE,YES,Paris,PHF-WS-0137,Mobile,JURIDIQUE,Regions,Critical,WINDOWS 10
AUTH001639,INCONNU,U0108,10.37.115.157,D0177,VPN_CONNECT,SUCCESS,Toulouse,low,True,True,FINANCE,Engineer,ACTIVE,NO,Bordeaux,PHF-SRV-0177,Laptop,DIRECTION,Finance,CRITICAL,WINDOWS SERVER 2022
AUTH000276,12/03/2026,U0231,10.11.12.103,D0156,RDP_SESSION,Success,Paris,medium,True,True,REGIONS,Coordinator,ACTIVE,NO,Toulouse,PHF-LT-0156,Mobile,COMMUNICATION,Communication,LOW,MACOS 14
AUTH002408,06/03/2026,U0375,10.47.141.182,D0019,PASSWORD_CHANGE,SUCCESS,Lyon,MEDIUM,True,True,RH,Assistant,ACTIVE,NO,Toulouse,PHF-WS-0019,Laptop,COMMUNICATION,INCONNU,Low,WINDOWS 10
AUTH003897,INCONNU,U0174,10.12.114.229,D0073,RDP_SESSION,success,Lyon,Low,True,True,REGIONS,Director,ACTIVE,NO,Toulouse,PHF-SRV-0073,Desktop,IT,Regions,High,WINDOWS SERVER 2022
AUTH004703,04/03/2026,U0088,10.50.109.105,D0141,LOGIN,Failed,Lyon,medium,True,True,FINANCE,Engineer,ACTIVE,NO,Lyon,PHF-SRV-0141,Desktop,JURIDIQUE,Regions,HIGH,WINDOWS SERVER 2022
AUTH003673,INCONNU,U0218,10.7.107.41,D0140,VPN_CONNECT,SUCCESS,Bordeaux,MEDIUM,True,True,IT,Analyst,ACTIVE,YES,Lyon,PHF-VM-0140,Vm,COMMUNICATION,RH,CRITICAL,WINDOWS 10
AUTH000181,INCONNU,U0346,10.34.245.30,D0187,VPN_CONNECT,Success,Toulouse,LOW,True,True,RH,Analyst,ACTIVE,NO,Nantes,PHF-SRV-0187,Desktop,FINANCE,IT,HIGH,WINDOWS SERVER 2019
AUTH003171,INCONNU,U0198,10.31.142.154,D0020,PASSWORD_CHANGE,success,Lille,Low,True,True,COMMUNICATION,Manager,ACTIVE,NO,Marseille,PHF-WS-0020,Vm,COMMUNICATION,Juridique,MEDIUM,WINDOWS 11
AUTH003650,05/03/2026,U0273,10.26.85.84,D0062,LOGOUT,Success,Lyon,MEDIUM,True,True,COMMUNICATION,Engineer,ACTIVE,NO,Toulouse,PHF-VM-0062,Laptop,FINANCE,RH,High,WINDOWS SERVER 2022
AUTH002945,INCONNU,U0257,10.16.103.221,D0108,LOGIN,success,Paris,LOW,True,True,FINANCE,Analyst,ACTIVE,NO,Lille,PHF-WS-0108,Vm,IT,Finance,LOW,WINDOWS 11
AUTH004745,INCONNU,U9005,10.11.202.57,D0165,LOGIN,Success,Nantes,low,True,False,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,PHF-WS-0165,Desktop,COMMUNICATION,IT,INCONNU,WINDOWS 10
AUTH004684,INCONNU,U0226,10.0.184.187,D0001,LOGIN,FAILURE,Paris,medium,True,True,COMMUNICATION,Analyst,ACTIVE,NO,Marseille,PHF-WS-0001,Laptop,IT,Regions,CRITICAL,WINDOWS SERVER 2019
AUTH004612,INCONNU,U0352,10.13.152.196,D0160,LOGOUT,SUCCESS,Nantes,LOW,True,True,DIRECTION,Director,ACTIVE,NO,Bordeaux,PHF-VM-0160,Server,DIRECTION,Communication,CRITICAL,MACOS 14
AUTH002028,02/03/2026,U0135,10.5.137.39,D0191,LOGOUT,SUCCESS,Nantes,LOW,True,True,JURIDIQUE,Assistant,ACTIVE,NO,Lyon,PHF-VM-0191,Laptop,COMMUNICATION,Regions,LOW,MACOS 14
AUTH003445,22/03/2026,U0048,10.17.184.198,D0136,MFA_CHALLENGE,failed,Nantes,LOW,True,True,DIRECTION,Analyst,ACTIVE,NO,Marseille,PHF-WS-0136,Server,REGIONS,INCONNU,INCONNU,MACOS 14
AUTH004232,17/03/2026,U0371,10.49.105.17,D0067,MFA_CHALLENGE,Success,Marseille,medium,True,True,DIRECTION,Assistant,ACTIVE,NO,Lyon,PHF-WS-0067,Mobile,RH,INCONNU,Low,UBUNTU 22.04
AUTH002832,INCONNU,U0376,10.4.127.236,D0098,MFA_CHALLENGE,SUCCESS,Nantes,medium,True,True,FINANCE,Manager,ACTIVE,NO,Marseille,PHF-LT-0098,Vm,REGIONS,Finance,Critical,WINDOWS SERVER 2019
AUTH002425,17/03/2026,U0073,10.3.153.28,D0047,RDP_SESSION,success,Bordeaux,low,True,True,COMMUNICATION,Manager,ACTIVE,NO,Bordeaux,PHF-LT-0047,Desktop,REGIONS,Direction,Critical,UBUNTU 22.04
AUTH003982,10/03/2026,U0083,10.32.94.153,D0148,PASSWORD_CHANGE,Success,Lille,Medium,True,True,IT,Engineer,ACTIVE,NO,Nantes,PHF-LT-0148,Desktop,RH,Direction,CRITICAL,WINDOWS SERVER 2022
AUTH002151,20/03/2026,U0204,10.27.187.18,D0029,LOGOUT,SUCCESS,Lyon,LOW,True,True,REGIONS,Engineer,ACTIVE,NO,Marseille,PHF-WS-0029,Server,COMMUNICATION,IT,Critical,WINDOWS 11
AUTH002170,09/03/2026,U0181,10.24.206.143,D0019,VPN_CONNECT,SUCCESS,Paris,low,True,True,FINANCE,Engineer,ACTIVE,NO,Toulouse,PHF-WS-0019,Laptop,COMMUNICATION,INCONNU,Low,WINDOWS 10
AUTH003901,INCONNU,U0352,10.7.2.176,D0074,LOGOUT,success,Marseille,LOW,True,True,DIRECTION,Director,ACTIVE,NO,Bordeaux,PHF-WS-0074,Server,JURIDIQUE,INCONNU,MEDIUM,WINDOWS SERVER 2022
AUTH000483,15/03/2026,U0279,10.41.95.198,D0194,VPN_CONNECT,Success,Lille,Medium,True,True,RH,Coordinator,ACTIVE,NO,Paris,PHF-SRV-0194,Server,COMMUNICATION,Direction,Critical,WINDOWS 10
AUTH001439,INCONNU,U0336,10.10.227.181,D0132,PASSWORD_CHANGE,SUCCESS,Bordeaux,LOW,True,True,RH,Manager,ACTIVE,NO,Toulouse,PHF-VM-0132,Mobile,JURIDIQUE,Regions,Low,WINDOWS 10
AUTH002639,INCONNU,U0336,abc.def.ghi.jkl,D0115,RDP_SESSION,SUCCESS,Bordeaux,low,False,True,RH,Manager,ACTIVE,NO,Toulouse,PHF-LT-0115,Mobile,FINANCE,Communication,INCONNU,WINDOWS 11
AUTH004446,10/03/2026,U0246,10.15.109.154,D0162,MFA_CHALLENGE,success,Toulouse,medium,True,True,REGIONS,Manager,ACTIVE,NO,Toulouse,PHF-WS-0162,Desktop,RH,Juridique,INCONNU,UBUNTU 22.04
AUTH004730,INCONNU,U0042,10.1.24.209,D0147,VPN_CONNECT,success,Lyon,medium,True,True,FINANCE,Manager,INACTIVE,NO,Lyon,PHF-LT-0147,Vm,IT,IT,HIGH,WINDOWS SERVER 2019
AUTH003742,INCONNU,U0278,10.8.67.104,D0188,MFA_CHALLENGE,success,Paris,low,True,True,REGIONS,Coordinator,ACTIVE,NO,Toulouse,PHF-VM-0188,Desktop,DIRECTION,INCONNU,Medium,UBUNTU 22.04
AUTH003295,11/03/2026,U0197,10.22.224.173,D0093,VPN_CONNECT,success,Marseille,Low,True,True,JURIDIQUE,Manager,ACTIVE,NO,Lille,PHF-LT-0093,Server,FINANCE,Finance,Low,WINDOWS SERVER 2019
AUTH000596,INCONNU,U0203,10.0.247.89,D0066,VPN_CONNECT,Success,Lyon,Medium,True,True,FINANCE,Technician,ACTIVE,NO,Lille,PHF-SRV-0066,Mobile,JURIDIQUE,RH,Low,WINDOWS 10
AUTH002922,INCONNU,U0142,10.41.216.199,D0179,VPN_CONNECT,SUCCESS,Nantes,MEDIUM,True,True,IT,Analyst,ACTIVE,NO,Lyon,PHF-VM-0179,Vm,REGIONS,Regions,INCONNU,WINDOWS SERVER 2019
AUTH004841,12/03/2026,U0055,96.183.151.222,D0008,VPN_CONNECT,Success,Sao Paulo,medium,True,True,IT,Engineer,ACTIVE,NO,Marseille,PHF-SRV-0008,Mobile,FINANCE,Communication,High,WINDOWS 11
AUTH003298,INCONNU,U0187,10.22.249.254,D0024,MFA_CHALLENGE,SUCCESS,Lyon,medium,True,True,REGIONS,Engineer,ACTIVE,NO,Paris,PHF-VM-0024,Desktop,COMMUNICATION,RH,INCONNU,WINDOWS 11
AUTH000480,INCONNU,U0270,10.37.184.45,D0200,VPN_CONNECT,SUCCESS,Bordeaux,Medium,True,True,COMMUNICATION,Engineer,ACTIVE,NO,Nantes,PHF-SRV-0200,Desktop,FINANCE,Communication,CRITICAL,UBUNTU 22.04
AUTH000937,02/03/2026,U0139,10.12.121.38,D0111,LOGOUT,SUCCESS,Lyon,low,True,True,IT,Assistant,ACTIVE,NO,Lyon,PHF-SRV-0111,Laptop,RH,Regions,HIGH,WINDOWS SERVER 2019
AUTH001558,INCONNU,INCONNU,10.30.210.224,D0025,MFA_CHALLENGE,success,Bordeaux,Medium,True,False,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,PHF-WS-0025,Laptop,JURIDIQUE,RH,Low,WINDOWS SERVER 2019
AUTH001363,INCONNU,U0231,10.19.93.143,D0061,MFA_CHALLENGE,success,Bordeaux,medium,True,True,REGIONS,Coordinator,ACTIVE,NO,Toulouse,PHF-SRV-0061,Vm,REGIONS,RH,CRITICAL,MACOS 14
AUTH003442,07/03/2026,U0053,10.19.118.59,D0108,LOGOUT,SUCCESS,Paris,low,True,True,FINANCE,Analyst,ACTIVE,NO,Lille,PHF-WS-0108,Vm,IT,Finance,LOW,WINDOWS 11
AUTH001066,INCONNU,U0098,10.8.23.147,D0159,VPN_CONNECT,Success,Lyon,Medium,True,True,RH,Director,ACTIVE,NO,Nantes,PHF-LT-0159,Vm,FINANCE,Communication,Medium,MACOS 14
AUTH003151,22/03/2026,U0068,10.10.90.222,D0032,RDP_SESSION,success,Bordeaux,medium,True,True,JURIDIQUE,Assistant,ACTIVE,NO,Toulouse,PHF-VM-0032,Desktop,IT,RH,HIGH,WINDOWS 10
AUTH002134,INCONNU,U0216,10.10.84.71,D0044,MFA_CHALLENGE,success,Lyon,medium,True,True,RH,Manager,ACTIVE,NO,Bordeaux,PHF-VM-0044,Mobile,COMMUNICATION,IT,Low,MACOS 14
AUTH001494,INCONNU,U0048,10.42.226.55,D0069,PASSWORD_CHANGE,SUCCESS,Marseille,Medium,True,True,DIRECTION,Analyst,ACTIVE,NO,Marseille,PHF-LT-0069,Mobile,RH,Communication,High,WINDOWS 10
AUTH001944,INCONNU,U0049,10.15.200.227,D0145,LOGIN,SUCCESS,Lille,MEDIUM,True,True,REGIONS,Analyst,ACTIVE,NO,Lille,PHF-WS-0145,Mobile,RH,Direction,Low,MACOS 14
AUTH004017,INCONNU,U0139,10.30.220.64,D0142,LOGOUT,SUCCESS,Nantes,Low,True,True,IT,Assistant,ACTIVE,NO,Lyon,PHF-VM-0142,Mobile,COMMUNICATION,Regions,Critical,UBUNTU 22.04
AUTH000824,INCONNU,U0197,10.25.123.196,D0051,MFA_CHALLENGE,success,Bordeaux,medium,True,True,JURIDIQUE,Manager,ACTIVE,NO,Lille,PHF-SRV-0051,Vm,REGIONS,Regions,Critical,MACOS 14
AUTH001118,19/03/2026,U0009,10.37.234.212,D0005,VPN_CONNECT,SUCCESS,Bordeaux,Low,True,True,COMMUNICATION,Director,ACTIVE,NO,Nantes,PHF-WS-0005,Desktop,COMMUNICATION,INCONNU,Critical,WINDOWS SERVER 2022
AUTH003688,04/03/2026,U0312,10.29.72.143,D0068,RDP_SESSION,Success,Lille,LOW,True,True,RH,Analyst,ACTIVE,NO,Nantes,PHF-VM-0068,Mobile,FINANCE,Regions,High,MACOS 14
AUTH000578,INCONNU,U0034,10.30.180.133,D0129,MFA_CHALLENGE,SUCCESS,Lille,Medium,True,True,FINANCE,Assistant,ACTIVE,NO,Bordeaux,PHF-VM-0129,Server,DIRECTION,IT,CRITICAL,WINDOWS 10
AUTH004498,INCONNU,U0231,10.10.32.20,D0104,VPN_CONNECT,SUCCESS,Toulouse,medium,True,True,REGIONS,Coordinator,ACTIVE,NO,Toulouse,PHF-LT-0104,Desktop,JURIDIQUE,INCONNU,Low,WINDOWS 11
AUTH002030,INCONNU,U0182,10.7.45.178,D0165,LOGOUT,Success,Toulouse,LOW,True,True,DIRECTION,Engineer,ACTIVE,NO,Nantes,PHF-WS-0165,Desktop,COMMUNICATION,IT,INCONNU,WINDOWS 10
AUTH003884,05/03/2026,U0376,10.2.231.149,D0047,LOGOUT,Success,Nantes,low,True,True,FINANCE,Manager,ACTIVE,NO,Marseille,PHF-LT-0047,Desktop,REGIONS,Direction,Critical,UBUNTU 22.04
AUTH001758,INCONNU,U0147,10.23.33.52,D0093,LOGOUT,SUCCESS,Lyon,LOW,True,True,JURIDIQUE,Director,ACTIVE,NO,Nantes,PHF-LT-0093,Server,FINANCE,Finance,Low,WINDOWS SERVER 2019
AUTH002158,INCONNU,U0200,10.31.212.23,D0103,PASSWORD_CHANGE,SUCCESS,Lille,low,True,True,DIRECTION,Assistant,ACTIVE,YES,Bordeaux,PHF-SRV-0103,Server,RH,Finance,CRITICAL,MACOS 14
AUTH003041,INCONNU,U0147,10.29.92.84,D0107,LOGIN,SUCCESS,Lyon,low,True,True,JURIDIQUE,Director,ACTIVE,NO,Nantes,PHF-SRV-0107,Mobile,FINANCE,Direction,INCONNU,WINDOWS SERVER 2022
AUTH002150,19/03/2026,U0146,10.19.222.120,D0119,LOGIN,Success,Paris,Low,True,True,FINANCE,Assistant,ACTIVE,NO,Lyon,PHF-VM-0119,Laptop,IT,INCONNU,Low,WINDOWS SERVER 2019
AUTH003769,INCONNU,U0026,10.4.184.130,D0007,LOGOUT,SUCCESS,Lille,LOW,True,True,RH,Director,ACTIVE,NO,Lyon,PHF-WS-0007,Laptop,RH,IT,LOW,WINDOWS 10
AUTH001093,INCONNU,U0133,10.32.125.64,D0058,VPN_CONNECT,Success,Lyon,medium,True,True,COMMUNICATION,Analyst,ACTIVE,NO,Paris,PHF-WS-0058,Mobile,RH,IT,INCONNU,MACOS 14
AUTH004287,INCONNU,U0145,10.2.4.241,D0158,LOGIN,SUCCESS,Nantes,LOW,True,True,REGIONS,Engineer,ACTIVE,YES,Lyon,PHF-VM-0158,Desktop,FINANCE,Regions,Low,WINDOWS 11
AUTH000496,INCONNU,U0161,10.43.102.169,D0112,PASSWORD_CHANGE,Success,Nantes,MEDIUM,True,True,RH,Director,ACTIVE,NO,Lille,PHF-VM-0112,Vm,JURIDIQUE,Finance,CRITICAL,MACOS 14
AUTH003251,INCONNU,U0240,10.3.80.136,D0166,LOGOUT,Success,Lyon,LOW,True,True,COMMUNICATION,Analyst,ACTIVE,NO,Lille,PHF-SRV-0166,Mobile,COMMUNICATION,Finance,CRITICAL,WINDOWS SERVER 2019
AUTH000729,INCONNU,U0089,10.35.51.229,D0035,MFA_CHALLENGE,Success,Lille,MEDIUM,True,True,COMMUNICATION,Manager,ACTIVE,NO,Marseille,PHF-SRV-0035,Mobile,REGIONS,Juridique,Medium,WINDOWS SERVER 2019
AUTH000242,INCONNU,U0175,10.14.55.99,D0136,RDP_SESSION,success,Paris,medium,True,True,RH,Engineer,ACTIVE,YES,Lille,PHF-WS-0136,Server,REGIONS,INCONNU,INCONNU,MACOS 14
AUTH003408,INCONNU,U0009,10.50.27.173,D0051,RDP_SESSION,Success,Paris,Medium,True,True,COMMUNICATION,Director,ACTIVE,NO,Nantes,PHF-SRV-0051,Vm,REGIONS,Regions,Critical,MACOS 14
AUTH003110,INCONNU,U0235,10.30.53.236,D0139,MFA_CHALLENGE,Success,Marseille,LOW,True,True,COMMUNICATION,Assistant,ACTIVE,NO,Lille,PHF-LT-0139,Server,JURIDIQUE,Finance,Low,WINDOWS SERVER 2019
AUTH003505,22/03/2026,U0040,10.49.134.140,D0130,RDP_SESSION,SUCCESS,Toulouse,Low,True,True,COMMUNICATION,Assistant,ACTIVE,NO,Toulouse,PHF-WS-0130,Mobile,RH,Direction,MEDIUM,WINDOWS SERVER 2019
AUTH000447,INCONNU,INCONNU,10.42.254.203,D0145,VPN_CONNECT,Success,Paris,medium,True,False,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,PHF-WS-0145,Mobile,RH,Direction,Low,MACOS 14
AUTH004185,INCONNU,U0274,10.13.204.54,D0165,VPN_CONNECT,success,Lille,LOW,True,True,FINANCE,Coordinator,ACTIVE,NO,Toulouse,PHF-WS-0165,Desktop,COMMUNICATION,IT,INCONNU,WINDOWS 10
AUTH001829,09/03/2026,U0383,10.18.132.1,D0011,LOGIN,Success,Lyon,Medium,True,True,DIRECTION,Engineer,ACTIVE,NO,Lille,PHF-SRV-0011,Server,FINANCE,Finance,Critical,WINDOWS SERVER 2019
AUTH002410,INCONNU,U0323,10.31.50.186,D0061,RDP_SESSION,SUCCESS,Paris,MEDIUM,True,True,JURIDIQUE,Analyst,ACTIVE,NO,Lyon,PHF-SRV-0061,Vm,REGIONS,RH,CRITICAL,MACOS 14
AUTH003519,INCONNU,U0028,10.30.223.233,D0065,LOGIN,SUCCESS,Paris,low,True,True,IT,Technician,ACTIVE,NO,Nantes,PHF-WS-0065,Mobile,COMMUNICATION,RH,MEDIUM,WINDOWS 11
AUTH000331,INCONNU,U0182,10.13.119.170,D0026,PASSWORD_CHANGE,Success,Lyon,Low,True,True,DIRECTION,Engineer,ACTIVE,NO,Nantes,PHF-VM-0026,Desktop,IT,RH,Critical,WINDOWS 11
AUTH002852,INCONNU,U0226,10.14.128.157,D0121,MFA_CHALLENGE,Success,Nantes,low,True,True,COMMUNICATION,Analyst,ACTIVE,NO,Marseille,PHF-WS-0120,Vm,IT,INCONNU,Medium,WINDOWS 11
AUTH000188,INCONNU,U0144,10.50.128.162,D0088,LOGIN,Failed,Marseille,medium,True,True,JURIDIQUE,Director,ACTIVE,NO,Lille,PHF-WS-0088,Mobile,JURIDIQUE,Finance,High,WINDOWS 10
AUTH001831,02/03/2026,U0148,10.9.212.115,D0187,PASSWORD_CHANGE,success,Toulouse,medium,True,True,REGIONS,Engineer,ACTIVE,NO,Marseille,PHF-SRV-0187,Desktop,FINANCE,IT,HIGH,WINDOWS SERVER 2019
AUTH000958,INCONNU,U0280,10.17.75.119,D0103,LOGIN,SUCCESS,Nantes,MEDIUM,True,True,FINANCE,Coordinator,ACTIVE,YES,Paris,PHF-SRV-0103,Server,RH,Finance,CRITICAL,MACOS 14
AUTH004295,INCONNU,U0241,10.43.222.158,D0139,PASSWORD_CHANGE,Success,Bordeaux,Low,True,True,IT,Director,ACTIVE,NO,Bordeaux,PHF-LT-0139,Server,JURIDIQUE,Finance,Low,WINDOWS SERVER 2019
AUTH002908,19/03/2026,U0144,10.36.139.52,D0111,RDP_SESSION,Failed,Bordeaux,MEDIUM,True,True,JURIDIQUE,Director,ACTIVE,NO,Lille,PHF-SRV-0111,Laptop,RH,Regions,HIGH,WINDOWS SERVER 2019
AUTH002728,16/03/2026,U0334,10.11.134.150,D0154,LOGIN,success,Marseille,LOW,True,True,COMMUNICATION,Coordinator,ACTIVE,NO,Toulouse,PHF-LT-0154,Mobile,DIRECTION,Finance,HIGH,MACOS 14
AUTH003861,INCONNU,U0176,10.28.97.179,D0136,PASSWORD_CHANGE,SUCCESS,Lyon,LOW,True,True,JURIDIQUE,Analyst,ACTIVE,NO,Paris,PHF-WS-0136,Server,REGIONS,INCONNU,INCONNU,MACOS 14
AUTH001433,INCONNU,U0129,10.47.107.11,D0034,PASSWORD_CHANGE,SUCCESS,Marseille,Low,True,True,JURIDIQUE,Technician,ACTIVE,NO,Lille,PHF-VM-0034,Vm,RH,Communication,Medium,WINDOWS 11
AUTH003475,INCONNU,U0136,10.23.48.196,D0114,MFA_CHALLENGE,Failed,Lyon,low,True,True,IT,Engineer,ACTIVE,NO,Marseille,PHF-WS-0114,Desktop,FINANCE,RH,MEDIUM,WINDOWS SERVER 2022
AUTH004191,INCONNU,U0213,10.37.197.133,D0085,RDP_SESSION,SUCCESS,Lille,MEDIUM,True,True,DIRECTION,Assistant,ACTIVE,NO,Marseille,PHF-VM-0085,Laptop,RH,Regions,HIGH,UBUNTU 22.04
AUTH002061,INCONNU,U0092,10.47.159.69,D0166,PASSWORD_CHANGE,Success,Paris,low,True,True,RH,Assistant,ACTIVE,NO,Marseille,PHF-SRV-0166,Mobile,COMMUNICATION,Finance,CRITICAL,WINDOWS SERVER 2019
AUTH003572,15/03/2026,U0328,10.31.28.139,D0003,RDP_SESSION,FAILED,Bordeaux,Low,True,True,JURIDIQUE,Engineer,ACTIVE,NO,Nantes,PHF-SRV-0003,Server,IT,IT,CRITICAL,WINDOWS SERVER 2022
AUTH001573,INCONNU,U0056,10.11.181.111,D0081,LOGOUT,Success,Lyon,Low,True,True,FINANCE,Manager,ACTIVE,NO,Toulouse,PHF-WS-0081,Laptop,REGIONS,RH,CRITICAL,UBUNTU 22.04
AUTH004082,INCONNU,U0317,10.49.162.237,D0033,RDP_SESSION,SUCCESS,Lille,LOW,True,True,IT,Coordinator,ACTIVE,NO,Lille,PHF-SRV-0033,Vm,JURIDIQUE,Juridique,Critical,UBUNTU 22.04
AUTH004032,INCONNU,U0385,10.41.96.164,D0084,LOGIN,failed,Marseille,medium,True,True,FINANCE,Engineer,ACTIVE,NO,Paris,PHF-VM-0084,Server,IT,Direction,Medium,WINDOWS SERVER 2022
AUTH001383,11/03/2026,U0193,10.42.251.217,D0089,LOGOUT,SUCCESS,Marseille,LOW,True,True,IT,Manager,ACTIVE,NO,Paris,PHF-VM-0089,Vm,DIRECTION,Direction,Medium,WINDOWS SERVER 2022
AUTH002644,INCONNU,U0117,10.30.82.136,D0101,RDP_SESSION,success,Nantes,LOW,True,True,IT,Engineer,ACTIVE,NO,Paris,PHF-VM-0101,Server,COMMUNICATION,Regions,Low,WINDOWS 10
